Fold,Sharpe_Ratio,Total_Return,Max_Drawdown,Volatility,Annual_Return,Calmar_Ratio,Win_Rate
1,2.3804847108902587,0.3112345423875016,-0.06481947637548624,0.11307432529184837,0.30034755882046893,4.633600510448676,0.5961538461538461
2,0.792987645255682,0.2213439886860973,-0.2850535718416548,0.3007964645966884,0.21295191764008625,0.7470592852573673,0.5287356321839081
3,2.506675480927309,0.31690723959033074,-0.04874835309252166,0.10886409164389509,0.30579969879197866,6.273026254068273,0.573076923076923
4,-0.010774157383236118,-0.01996449178821978,-0.17935568025736334,0.18764347529319986,-0.0194301877692179,-0.10833327241901057,0.4749034749034749
5,2.0721166402262274,0.5361763233094965,-0.09617054737014055,0.1030029665450353,0.23126691396640897,2.4047582164247276,0.5423076923076923
