Fold,Sharpe_Ratio,Total_Return,Max_Drawdown,Volatility,Annual_Return,Calmar_Ratio,Win_Rate
1,2.4188126588643724,0.3032795362530791,-0.06270792426018919,0.10863748493286654,0.29270062388773055,4.667681594326903,0.6076923076923076
2,0.7520678003244241,0.19936243382202903,-0.28449978598990866,0.2893515302015201,0.19186759678931176,0.6744033079733753,0.5325670498084292
3,2.6202734195913315,0.33451218983551606,-0.04571751735467262,0.10907056611780953,0.3227155731882638,7.058904154498675,0.5692307692307692
4,-0.03959530691823784,-0.02509981724820123,-0.18585149450335325,0.18634393840653368,-0.024429799335080382,-0.13144795741548154,0.47104247104247104
5,2.048276334237906,0.5231672195762158,-0.09479268530912112,0.10214503005979424,0.226202764714992,2.3862892371636018,0.5423076923076923
