Episode,Timestamp,End_Total_Asset,Total_Return,Sharpe_Ratio,Max_Drawdown
1,2026-04-17T13:06:58.061566,1451210.5618074916,0.45070197374807863,0.5600292280678003,0.28573608868992934
2,2026-04-17T13:06:58.651772,1281939.829639747,0.32879913183423515,0.40393927243734584,0.3481907739262744
3,2026-04-17T13:06:58.935976,1322346.531497501,0.3607902228233618,0.4399040829182458,0.31997191941729075
4,2026-04-17T13:06:59.526992,1326355.3429018313,0.3622246792454641,0.44635030709545215,0.32604841746130864
5,2026-04-17T13:07:00.008345,2112632.04116371,0.8257869834771838,1.0307127016765865,0.3069792682917024
6,2026-04-17T13:07:00.266418,2112632.04116371,0.8257869834771838,1.0307127016765865,0.3069792682917024
7,2026-04-17T13:07:00.539851,2112632.04116371,0.8257869834771838,1.0307127016765865,0.3069792682917024
8,2026-04-17T13:07:00.802314,2112632.04116371,0.8257869834771838,1.0307127016765865,0.3069792682917024
9,2026-04-17T13:07:01.061358,2112632.04116371,0.8257869834771838,1.0307127016765865,0.3069792682917024
10,2026-04-17T13:07:01.346410,1400705.0123620015,0.4188350927620809,0.5094057566084274,0.3235064765091309
11,2026-04-17T13:07:01.957124,1313631.9873999204,0.3519027301028325,0.43500707380419007,0.33001559835319316
12,2026-04-17T13:07:02.260131,1365998.5078299935,0.39215651498890247,0.4813285748872165,0.3248965315992802
13,2026-04-17T13:07:02.900337,1522807.6255201339,0.5024882875096054,0.6103818746472554,0.26897032040081276
14,2026-04-17T13:07:03.426355,2111802.8067528456,0.8252222071900069,1.0311324752387392,0.3091625095145261
15,2026-04-17T13:07:03.687214,2111802.8067528456,0.8252222071900069,1.0311324752387392,0.3091625095145261
16,2026-04-17T13:07:03.946832,2111802.8067528456,0.8252222071900069,1.0311324752387392,0.3091625095145261
17,2026-04-17T13:07:04.204584,2111802.8067528456,0.8252222071900069,1.0311324752387392,0.3091625095145261
18,2026-04-17T13:07:04.461946,2111802.8067528456,0.8252222071900069,1.0311324752387392,0.3091625095145261
19,2026-04-17T13:07:05.051001,1395947.0385038988,0.41332273549667636,0.5092212004826495,0.2997876520868187
20,2026-04-17T13:07:05.334512,1330160.1907317166,0.3658291715104588,0.4486935989226111,0.3362797910826504
21,2026-04-17T13:07:05.945431,1300971.235034615,0.34189247946127715,0.4234272551208626,0.30156165895376513
22,2026-04-17T13:07:06.224601,1250237.2870852062,0.3001520114851818,0.37685112220098355,0.3342743967290464
23,2026-04-17T13:07:07.022150,2114271.708201692,0.8265329129212386,1.0317601116004553,0.3093302004866043
24,2026-04-17T13:07:07.301712,2114271.708201692,0.8265329129212386,1.0317601116004553,0.3093302004866043
25,2026-04-17T13:07:07.562141,2114271.708201692,0.8265329129212386,1.0317601116004553,0.3093302004866043
26,2026-04-17T13:07:07.824002,2114271.708201692,0.8265329129212386,1.0317601116004553,0.3093302004866043
27,2026-04-17T13:07:08.082850,2114271.708201692,0.8265329129212386,1.0317601116004553,0.3093302004866043
28,2026-04-17T13:07:08.367014,1276136.9027959763,0.32502294107538643,0.3970256877850236,0.3290798512322704
29,2026-04-17T13:07:08.968259,1353865.709547078,0.3824711985459782,0.47169170640053865,0.33284845296873505
30,2026-04-17T13:07:09.254639,1398338.3523166324,0.4146962930417821,0.5121767961049466,0.3168446866823052
31,2026-04-17T13:07:09.842250,1296979.345359201,0.34048795566707457,0.4174881920167741,0.35488039052079157
32,2026-04-17T13:07:10.322519,2114474.0981513765,0.8266183815067188,1.0319084778270602,0.3084387363590986
33,2026-04-17T13:07:10.582566,2114474.0981513765,0.8266183815067188,1.0319084778270602,0.3084387363590986
34,2026-04-17T13:07:10.860122,2114474.0981513765,0.8266183815067188,1.0319084778270602,0.3084387363590986
35,2026-04-17T13:07:11.124688,2114474.0981513765,0.8266183815067188,1.0319084778270602,0.3084387363590986
