Episode,Timestamp,End_Total_Asset,Total_Return,Sharpe_Ratio,Max_Drawdown
1,2026-04-17T11:01:49.259763,1070182.5103207622,0.09782543610926181,0.20277526968013382,0.2689291492977691
2,2026-04-17T11:01:49.613843,1126713.8042688821,0.1504632395372119,0.3061493873429316,0.2622198045538264
3,2026-04-17T11:01:50.473667,1011482.6681524877,0.04090057526030813,0.08554241431119493,0.2736160400375985
4,2026-04-17T11:01:50.882308,1014364.0122571304,0.04464117087491992,0.09196491809515632,0.24239868274887444
5,2026-04-17T11:01:51.765958,1013257.333532991,0.04344068644104705,0.08967069307100214,0.2998693662439858
6,2026-04-17T11:01:52.241597,1600618.8097348628,0.4997735640070628,1.048788184140592,0.20263393531507284
7,2026-04-17T11:01:52.587203,1600618.8097348628,0.4997735640070628,1.048788184140592,0.20263393531507284
8,2026-04-17T11:01:52.943158,1600618.8097348628,0.4997735640070628,1.048788184140592,0.20263393531507284
9,2026-04-17T11:01:53.280131,1600618.8097348628,0.4997735640070628,1.048788184140592,0.20263393531507284
10,2026-04-17T11:01:53.624762,1600618.8097348628,0.4997735640070628,1.048788184140592,0.20263393531507284
11,2026-04-17T11:01:54.000188,1020038.403653194,0.04926169890923485,0.10312433779408421,0.26758874693656753
12,2026-04-17T11:01:54.869394,996791.3647099754,0.0268917556324918,0.055657653393668474,0.2747216971436795
13,2026-04-17T11:01:55.244688,1057402.7477328167,0.086384321004741,0.17742634051749656,0.2695605245516646
14,2026-04-17T11:01:56.109067,1061817.8859058304,0.08930783826985994,0.18735899589506008,0.24137617925111954
15,2026-04-17T11:01:56.468752,995870.1483190985,0.02592843098170601,0.05370327274922972,0.3174779449435313
16,2026-04-17T11:01:56.893029,1594161.5167029137,0.495510626886032,1.043744018521411,0.2010394785353673
17,2026-04-17T11:01:57.249070,1594161.5167029137,0.495510626886032,1.043744018521411,0.2010394785353673
18,2026-04-17T11:01:57.604254,1594161.5167029137,0.495510626886032,1.043744018521411,0.2010394785353673
19,2026-04-17T11:01:57.955107,1594161.5167029137,0.495510626886032,1.043744018521411,0.2010394785353673
20,2026-04-17T11:01:58.312218,1594161.5167029137,0.495510626886032,1.043744018521411,0.2010394785353673
21,2026-04-17T11:01:59.185022,983277.9892575492,0.013325875747342397,0.027545824906788394,0.2654479538298977
22,2026-04-17T11:01:59.539739,975822.1573002383,0.005181120746520551,0.01080402705618469,0.27634391833337196
23,2026-04-17T11:02:00.403915,1029961.9290856111,0.05890277341037864,0.12339023615135722,0.2739241761876364
24,2026-04-17T11:02:00.768359,1118884.3079445844,0.14256350009271204,0.2944178850734457,0.26824848426508874
25,2026-04-17T11:02:01.688327,1067033.3428507007,0.09530871469994365,0.19624567471289175,0.22472434868230404
26,2026-04-17T11:02:02.074210,1588798.3622130288,0.4917332132484178,1.043110705469873,0.19805354806208175
27,2026-04-17T11:02:02.415875,1588798.3622130288,0.4917332132484178,1.043110705469873,0.19805354806208175
28,2026-04-17T11:02:02.765387,1588798.3622130288,0.4917332132484178,1.043110705469873,0.19805354806208175
29,2026-04-17T11:02:03.106485,1588798.3622130288,0.4917332132484178,1.043110705469873,0.19805354806208175
30,2026-04-17T11:02:03.444085,1588798.3622130288,0.4917332132484178,1.043110705469873,0.19805354806208175
31,2026-04-17T11:02:03.824134,947786.3743116627,-0.024144591367909002,-0.0505043099586041,0.3085886805136609
32,2026-04-17T11:02:04.710003,1022651.61652171,0.0515282279128744,0.10844186891660194,0.2792790278336919
33,2026-04-17T11:02:05.075609,1111292.5531681846,0.13485558517454185,0.2827066856562451,0.23802473686088932
34,2026-04-17T11:02:05.941654,1000195.0811649385,0.029819916092615126,0.06219696224836806,0.2725279222156297
35,2026-04-17T11:02:06.295743,1051185.7178212514,0.07975863031968754,0.16576677683731847,0.25845677901451686
36,2026-04-17T11:02:06.682134,1598783.1341655601,0.49828549716720344,1.051802309675063,0.20021911820909571
37,2026-04-17T11:02:07.020356,1598783.1341655601,0.49828549716720344,1.051802309675063,0.20021911820909571
38,2026-04-17T11:02:07.360701,1598783.1341655601,0.49828549716720344,1.051802309675063,0.20021911820909571
39,2026-04-17T11:02:07.742164,1598783.1341655601,0.49828549716720344,1.051802309675063,0.20021911820909571
40,2026-04-17T11:02:08.090976,1598783.1341655601,0.49828549716720344,1.051802309675063,0.20021911820909571
41,2026-04-17T11:02:08.937231,927545.9388442714,-0.04498419023089045,-0.09288673265335201,0.2707750321351075
42,2026-04-17T11:02:09.295252,992084.8178302797,0.021691398525259628,0.045255590262001266,0.2912221536677764
43,2026-04-17T11:02:10.152026,1041886.5191852176,0.07067339240717394,0.14738360690063354,0.2752242931323302
