Episode,Timestamp,End_Total_Asset,Total_Return,Sharpe_Ratio,Max_Drawdown
1,2026-01-22T15:37:06.731737,1740205.3458034259,0.6904148129855038,0.5144098100824639,0.40837583424666896
2,2026-01-22T15:37:07.637374,1701175.6183470436,0.6679174742571942,0.497718463435806,0.42731438572813996
3,2026-01-22T15:37:09.072144,3608352.5313722347,1.4166497677420238,1.069392725214628,0.3691187701619594
4,2026-01-22T15:37:09.608209,3608352.5313722347,1.4166497677420238,1.069392725214628,0.3691187701619594
5,2026-01-22T15:37:10.161351,3608352.5313722347,1.4166497677420238,1.069392725214628,0.3691187701619594
6,2026-01-22T15:37:10.694501,3608352.5313722347,1.4166497677420238,1.069392725214628,0.3691187701619594
7,2026-01-22T15:37:11.232186,3608352.5313722347,1.4166497677420238,1.069392725214628,0.3691187701619594
8,2026-01-22T15:37:12.137648,1798542.660785677,0.7213681787144186,0.5417328383348036,0.3900127863073499
9,2026-01-22T15:37:13.014754,1640925.8335216457,0.6361399950292921,0.4667449342985491,0.4180224984072678
10,2026-01-22T15:37:14.108900,3612534.850683356,1.418557319599979,1.0678891954282157,0.3697253404074152
11,2026-01-22T15:37:14.646206,3612534.850683356,1.418557319599979,1.0678891954282157,0.3697253404074152
12,2026-01-22T15:37:15.182088,3612534.850683356,1.418557319599979,1.0678891954282157,0.3697253404074152
13,2026-01-22T15:37:15.716525,3612534.850683356,1.418557319599979,1.0678891954282157,0.3697253404074152
14,2026-01-22T15:37:16.261003,3612534.850683356,1.418557319599979,1.0678891954282157,0.3697253404074152
15,2026-01-22T15:37:17.150289,1516339.7297136923,0.553665603938415,0.41118614580047214,0.3933193457740161
16,2026-01-22T15:37:18.028323,1780632.9446037265,0.7136943673128834,0.5312665931205564,0.4313878669470428
17,2026-01-22T15:37:19.440490,3595845.0345064458,1.4137840049149029,1.0648814002474891,0.37219645958402925
18,2026-01-22T15:37:19.982578,3595845.0345064458,1.4137840049149029,1.0648814002474891,0.37219645958402925
19,2026-01-22T15:37:20.522620,3595845.0345064458,1.4137840049149029,1.0648814002474891,0.37219645958402925
